2594, yossarian
1618, colonel
1310, major
1024, back
1022, “i
1008, one
982, like
936, don’t
856, said
804, chaplain
790, could
752, would
722, milo
720, even
660, time
648, men
630, know
604, cathcart
600, man
584, away
580, general
574, going
542, right
530, never
510, get
508, got
494, good
464, want
456, see
444, still
434, i’m
422, you”
422, around
420, really
420, korn
418, go
416, two
414, it”
414, every
410, face
