1297, yossarian
809, colonel
655, major
512, back
511, “i
504, one
491, like
468, don’t
428, said
402, chaplain
395, could
376, would
361, milo
360, even
330, time
324, men
315, know
302, cathcart
300, man
292, away
290, general
287, going
271, right
265, never
255, get
254, got
247, good
232, want
228, see
222, still
217, i’m
211, you”
211, around
210, really
210, korn
209, go
208, two
207, it”
207, every
